,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13
United Arab Emirates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,13.0,13.0,13.0,13.0,13.0,13.0,19.0,21.0,21.0,21.0,27.0,27.0,29.0,29.0,45.0,45.0,45.0,74.0,74.0,85.0,85.0,85.0,98.0,98.0,98.0,113.0,140.0,140.0,153.0,153.0,198.0,248.0,333.0,333.0,405.0,468.0,570.0,611.0,664.0,814.0,1024.0,1264.0,1505.0,1799.0,2076.0,2359.0,2659.0,2990.0,3360.0,3736.0,4123.0,4521.0,4933.0,5365.0,5825.0,6302.0,6302.0,6781.0,7265.0,7755.0,8238.0,8756.0,9281.0,9813.0,10349.0,10839.0,11380.0,11929.0,12481.0,13038.0,13599.0,14163.0,14730.0,15192.0,15738.0,16240.0,16793.0,17417.0,18198.0,18878.0,19661.0,20386.0,21084.0,21831.0,22627.0,23358.0,24190.0,25063.0,26004.0,26898.0,27892.0,28704.0,29485.0,30307.0,31086.0,31969.0,32532.0,33170.0,33896.0,34557.0,35192.0,35788.0,36359.0,37018.0,37642.0,38268.0,38808.0,39376.0,39904.0,40507.0,40986.0,41499.0,41990.0,42294.0,42636.0,42982.0,43364.0,43752.0,44145.0,44533.0,44925.0,45303.0,45683.0,46133.0,46563.0,46973.0,47360.0,47797.0,48246.0,48667.0,49069.0,49469.0,50141.0,50857.0,51540.0,52068.0,52600.0,53045.0,53577.0,54050.0,54453.0,54854.0,55198.0,55573.0,55848.0,56129.0,56422.0,56711.0,56922.0,57193.0,57498.0,57734.0,57988.0,58249.0,58562.0,58913.0,59177.0,59546.0,59921.0,60223.0,60506.0,60760.0,60999.0,61163.0,61352.0,61606.0,61845.0,62061.0,62300.0,62525.0,62704.0,62966.0,63212.0,63489.0,63819.0,64102.0,64312.0,64541.0,64906.0,65341.0,65802.0,66193.0,66617.0,67007.0,67282.0,67621.0,68020.0,68511.0,68901.0,69328.0,69690.0,70231.0,70805.0,71540.0,72154.0,72766.0,73471.0,73984.0,74454.0,75098.0,75981.0,76911.0,77842.0,78849.0,79489.0
Japan,2.0,2.0,2.0,2.0,4.0,4.0,7.0,7.0,11.0,15.0,20.0,20.0,20.0,22.0,23.0,23.0,23.0,24.0,24.0,26.0,27.0,28.0,33.0,43.0,54.0,60.0,67.0,79.0,85.0,95.0,112.0,137.0,149.0,160.0,173.0,192.0,218.0,236.0,245.0,259.0,278.0,298.0,333.0,365.0,420.0,466.0,499.0,527.0,585.0,640.0,696.0,733.0,795.0,826.0,843.0,893.0,928.0,968.0,1022.0,1059.0,1104.0,1144.0,1217.0,1314.0,1416.0,1530.0,1728.0,1907.0,2001.0,2255.0,2535.0,2818.0,3154.0,3525.0,3876.0,4110.0,4485.0,5020.0,5614.0,6250.0,6951.0,7473.0,7773.0,8277.0,8835.0,9398.0,9958.0,10548.0,10914.0,11258.0,11641.0,12037.0,12469.0,12854.0,13186.0,13405.0,13576.0,13860.0,14076.0,14284.0,14558.0,14861.0,15061.0,15229.0,15354.0,15455.0,15553.0,15640.0,15755.0,15824.0,15861.0,15948.0,15998.0,16096.0,16148.0,16202.0,16226.0,16259.0,16287.0,16321.0,16362.0,16385.0,16410.0,16451.0,16472.0,16502.0,16528.0,16598.0,16673.0,16716.0,16751.0,16787.0,16837.0,16867.0,16911.0,16958.0,17000.0,17039.0,17060.0,17111.0,17146.0,17187.0,17250.0,17293.0,17369.0,17439.0,17484.0,17530.0,17588.0,17658.0,17725.0,17780.0,17820.0,17879.0,17963.0,18055.0,18162.0,18254.0,18366.0,18476.0,18615.0,18838.0,19055.0,19185.0,19461.0,19668.0,19848.0,20055.0,20261.0,20617.0,21044.0,21430.0,21841.0,22125.0,22437.0,23172.0,23510.0,24104.0,24946.0,25446.0,25706.0,26463.0,27136.0,28114.0,28883.0,29684.0,30548.0,31142.0,32116.0,33382.0,35144.0,36234.0,37804.0,39116.0,40099.0,41347.0,42686.0,44167.0,45764.0,47342.0,48782.0,49617.0,50302.0,51288.0,52471.0,53818.0,55051.0,56074.0,56717.0,57636.0,58728.0,59900.0,60949.0,61916.0,62658.0,63158.0,63888.0,64779.0,65653.0,66499.0,67353.0,67958.0,68396.0,69023.0,69619.0,70278.0,70866.0,71467.0,71918.0,72213.0,72724.0,73264.0,73916.0,74558.0,75206.0,75646.0
Belarus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0,9.0,12.0,27.0,27.0,27.0,36.0,36.0,51.0,51.0,69.0,76.0,76.0,81.0,81.0,86.0,86.0,94.0,94.0,94.0,152.0,152.0,163.0,304.0,351.0,440.0,562.0,700.0,861.0,1066.0,1486.0,1981.0,2226.0,2578.0,2919.0,3281.0,3728.0,4204.0,4779.0,5297.0,5807.0,6264.0,6723.0,7281.0,8022.0,8773.0,9590.0,10463.0,11289.0,12208.0,13181.0,14027.0,14917.0,15828.0,16705.0,17489.0,18350.0,19255.0,20168.0,21101.0,22052.0,22973.0,23906.0,24873.0,25825.0,26772.0,27730.0,28681.0,29650.0,30572.0,31508.0,32426.0,33371.0,34303.0,35244.0,36198.0,37144.0,38059.0,38956.0,39858.0,40764.0,41658.0,42556.0,43403.0,44255.0,45116.0,45981.0,46868.0,47751.0,48630.0,49453.0,50265.0,51066.0,51816.0,52520.0,53241.0,53973.0,54680.0,55369.0,56032.0,56657.0,57333.0,57936.0,58505.0,59023.0,59487.0,59945.0,60382.0,60713.0,61095.0,61475.0,61790.0,62118.0,62424.0,62698.0,62997.0,63270.0,63554.0,63804.0,64003.0,64224.0,64411.0,64604.0,64767.0,64932.0,65114.0,65269.0,65443.0,65623.0,65782.0,65953.0,66095.0,66213.0,66348.0,66521.0,66688.0,66846.0,67002.0,67132.0,67251.0,67366.0,67518.0,67665.0,67808.0,67946.0,68067.0,68166.0,68250.0,68376.0,68503.0,68614.0,68738.0,68850.0,68947.0,69005.0,69102.0,69203.0,69308.0,69308.0,69516.0,69589.0,69673.0,69801.0,69950.0,70111.0,70285.0,70468.0,70645.0,70727.0,70974.0,71165.0,71346.0,71523.0,71687.0,71843.0,71962.0,72141.0,72302.0,72485.0,72663.0,72859.0,73031.0,73208.0,73402.0,73591.0,73784.0,73975.0,74173.0
Poland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,11.0,16.0,22.0,31.0,49.0,68.0,103.0,119.0,177.0,238.0,251.0,355.0,425.0,536.0,634.0,749.0,901.0,1051.0,1221.0,1389.0,1638.0,1862.0,2055.0,2311.0,2554.0,2946.0,3383.0,3627.0,4102.0,4413.0,4848.0,5205.0,5575.0,5955.0,6356.0,6674.0,6934.0,7202.0,7582.0,7918.0,8379.0,8742.0,9287.0,9593.0,9856.0,10169.0,10511.0,10892.0,11273.0,11617.0,11902.0,12218.0,12640.0,12877.0,13105.0,13375.0,13693.0,14006.0,14431.0,14740.0,15047.0,15366.0,15651.0,15996.0,16326.0,16921.0,17204.0,17615.0,18016.0,18257.0,18529.0,18885.0,19268.0,19739.0,20143.0,20619.0,20931.0,21326.0,21631.0,22074.0,22473.0,22825.0,23155.0,23571.0,23786.0,24165.0,24395.0,24687.0,25048.0,25410.0,25986.0,26561.0,27160.0,27560.0,27842.0,28201.0,28577.0,29017.0,29392.0,29788.0,30195.0,30701.0,31015.0,31316.0,31620.0,31931.0,32227.0,32527.0,32821.0,33119.0,33395.0,33714.0,33907.0,34154.0,34393.0,34775.0,35146.0,35405.0,35719.0,35950.0,36155.0,36412.0,36689.0,36951.0,37216.0,37521.0,37891.0,38190.0,38457.0,38721.0,39054.0,39407.0,39746.0,40104.0,40383.0,40782.0,41162.0,41580.0,42038.0,42622.0,43065.0,43402.0,43904.0,44416.0,45031.0,45688.0,46346.0,46894.0,47469.0,48149.0,48789.0,49515.0,50324.0,51167.0,51791.0,52410.0,52961.0,53676.0,54487.0,55319.0,56090.0,56684.0,57279.0,57876.0,58611.0,59378.0,60281.0,61181.0,61762.0,62310.0,63073.0,63802.0,64689.0,65480.0,66239.0,66870.0,67372.0,67922.0,68517.0,69129.0,69820.0,70387.0,70824.0,71126.0,71526.0,71947.0,72453.0,73047.0,73650.0,74152.0
Honduras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,6.0,8.0,9.0,12.0,24.0,24.0,26.0,30.0,30.0,36.0,52.0,68.0,95.0,110.0,139.0,141.0,172.0,219.0,222.0,264.0,268.0,298.0,305.0,312.0,343.0,382.0,392.0,393.0,397.0,407.0,419.0,426.0,442.0,457.0,472.0,477.0,494.0,510.0,519.0,591.0,627.0,627.0,661.0,702.0,738.0,771.0,804.0,1010.0,1055.0,1178.0,1270.0,1461.0,1685.0,1771.0,1830.0,1972.0,2100.0,2080.0,2255.0,2318.0,2460.0,2565.0,2646.0,2798.0,2955.0,2955.0,3204.0,3477.0,3477.0,3950.0,4189.0,4401.0,4640.0,4752.0,4752.0,5094.0,5202.0,5362.0,5527.0,5690.0,5880.0,5971.0,6155.0,6327.0,6450.0,6935.0,7360.0,7669.0,8132.0,8455.0,8858.0,9178.0,9656.0,10299.0,10739.0,11258.0,12306.0,12769.0,13356.0,13943.0,14571.0,15366.0,15994.0,17007.0,18082.0,18818.0,19558.0,20262.0,21120.0,22116.0,22921.0,23943.0,24665.0,25428.0,25978.0,26384.0,27053.0,27583.0,28090.0,28579.0,29106.0,30036.0,30867.0,31745.0,32793.0,33835.0,34611.0,35345.0,36102.0,36902.0,37559.0,38438.0,39276.0,39741.0,40460.0,40944.0,41426.0,42014.0,42685.0,43197.0,43794.0,44299.0,45098.0,45755.0,46365.0,46973.0,47454.0,47872.0,48403.0,48657.0,49042.0,49467.0,49979.0,50502.0,50995.0,51670.0,52298.0,52819.0,53381.0,53983.0,54511.0,55479.0,55877.0,56649.0,57669.0,58810.0,59645.0,60174.0,61014.0,61769.0,62526.0,63158.0,63798.0,64352.0,64764.0,64814.0,65218.0,65597.0,65802.0,66049.0,67136.0,67789.0
Ethiopia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,6.0,6.0,9.0,9.0,11.0,11.0,12.0,12.0,12.0,16.0,16.0,21.0,23.0,26.0,29.0,29.0,35.0,38.0,43.0,44.0,52.0,55.0,56.0,65.0,69.0,71.0,74.0,82.0,85.0,92.0,96.0,105.0,108.0,111.0,114.0,116.0,116.0,117.0,122.0,123.0,124.0,126.0,130.0,131.0,133.0,133.0,135.0,140.0,145.0,162.0,191.0,194.0,210.0,239.0,250.0,261.0,263.0,272.0,287.0,306.0,317.0,352.0,365.0,389.0,399.0,433.0,494.0,582.0,655.0,701.0,731.0,831.0,968.0,1063.0,1172.0,1257.0,1344.0,1486.0,1636.0,1805.0,1934.0,2020.0,2156.0,2336.0,2506.0,2670.0,2915.0,3166.0,3345.0,3521.0,3630.0,3759.0,3954.0,4070.0,4469.0,4532.0,4663.0,4848.0,5034.0,5175.0,5425.0,5570.0,5689.0,5846.0,5846.0,5846.0,5846.0,5846.0,5846.0,5846.0,5846.0,5846.0,6774.0,6973.0,7120.0,7402.0,7560.0,7766.0,7969.0,8181.0,8475.0,8803.0,9147.0,9503.0,10207.0,11072.0,11524.0,11933.0,12693.0,13248.0,13968.0,14547.0,15200.0,15810.0,16615.0,17530.0,17999.0,18706.0,19289.0,19877.0,20336.0,20900.0,21452.0,22253.0,22818.0,23591.0,24175.0,25118.0,26204.0,27242.0,28894.0,29876.0,31336.0,32722.0,34058.0,35836.0,37665.0,39033.0,40671.0,42143.0,43688.0,45221.0,46407.0,48140.0,49654.0,51122.0,52131.0,53304.0,54409.0,55213.0,56516.0,57466.0,58672.0,59648.0,60784.0,61700.0,62578.0,63367.0,63888.0,64301.0
Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,8.0,13.0,20.0,30.0,30.0,41.0,59.0,59.0,112.0,169.0,245.0,331.0,448.0,448.0,785.0,1020.0,1280.0,1600.0,2060.0,2362.0,2995.0,3544.0,4268.0,5170.0,5962.0,6408.0,7443.0,8251.0,9034.0,9886.0,10524.0,11278.0,11730.0,12442.0,13141.0,13956.0,15472.0,15987.0,16585.0,16934.0,17448.0,18091.0,18841.0,19022.0,19685.0,20206.0,20863.0,21379.0,21982.0,22353.0,22797.0,23392.0,23864.0,24027.0,24322.0,24505.0,25045.0,25351.0,25190.0,25282.0,25524.0,25702.0,26182.0,26715.0,27268.0,27406.0,27581.0,27679.0,27913.0,28132.0,28319.0,28583.0,28810.0,29036.0,29209.0,29432.0,29660.0,29912.0,30200.0,30471.0,30623.0,30788.0,31007.0,31292.0,31596.0,31946.0,32203.0,32500.0,32700.0,32895.0,33261.0,33592.0,33969.0,34351.0,34693.0,34885.0,35306.0,35600.0,35910.0,36180.0,36463.0,36690.0,37036.0,37336.0,37672.0,38089.0,38464.0,38841.0,39133.0,39392.0,39737.0,40104.0,40415.0,40866.0,41189.0,41646.0,41912.0,42141.0,42454.0,42782.0,43156.0,43569.0,43897.0,44129.0,44416.0,44859.0,45277.0,45679.0,46221.0,46512.0,46818.0,47051.0,47426.0,47765.0,48077.0,48390.0,48636.0,48771.0,48898.0,49150.0,49379.0,49692.0,49955.0,50164.0,50299.0,50410.0,50613.0,50868.0,51072.0,51310.0,51463.0,51569.0,51681.0,51848.0,52061.0,52351.0,52537.0,52668.0,52825.0,52945.0,53223.0,53548.0,53783.0,53981.0,54102.0,54234.0,54448.0,54701.0,54992.0,55211.0,55452.0,55597.0,55720.0,55912.0,56274.0,56673.0,57074.0,57448.0,57768.0,58012.0,58243.0,58633.0,59051.0,59457.0,59943.0,60258.0,60507.0,60895.0,61541.0,62126.0,62813.0,63310.0,63983.0
Venezuela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,17.0,33.0,36.0,42.0,42.0,70.0,70.0,77.0,84.0,91.0,107.0,107.0,119.0,119.0,135.0,135.0,143.0,146.0,153.0,155.0,159.0,165.0,165.0,167.0,171.0,171.0,175.0,181.0,189.0,189.0,197.0,204.0,204.0,227.0,256.0,256.0,285.0,288.0,311.0,318.0,323.0,325.0,329.0,329.0,331.0,333.0,335.0,345.0,357.0,357.0,361.0,379.0,381.0,388.0,402.0,414.0,422.0,423.0,423.0,455.0,459.0,504.0,541.0,618.0,749.0,824.0,882.0,944.0,1010.0,1121.0,1177.0,1211.0,1245.0,1325.0,1370.0,1459.0,1510.0,1662.0,1819.0,1952.0,2087.0,2145.0,2316.0,2377.0,2473.0,2632.0,2738.0,2814.0,2879.0,2904.0,2978.0,3062.0,3150.0,3386.0,3483.0,3591.0,3789.0,3917.0,4048.0,4187.0,4366.0,4563.0,4779.0,5130.0,5297.0,5530.0,5832.0,6062.0,6273.0,6537.0,6750.0,7169.0,7411.0,7693.0,8008.0,8372.0,8803.0,9178.0,9465.0,9707.0,10010.0,10428.0,10854.0,11191.0,11483.0,11891.0,12334.0,12774.0,13164.0,13613.0,14263.0,14929.0,15463.0,15988.0,16571.0,17158.0,17859.0,18574.0,19443.0,20206.0,20754.0,21438.0,22299.0,23280.0,24166.0,24961.0,25805.0,26800.0,27938.0,29088.0,30369.0,31381.0,32607.0,33755.0,34802.0,35697.0,36868.0,37567.0,38219.0,38957.0,39564.0,40338.0,41158.0,41965.0,42898.0,43879.0,44946.0,45868.0,46728.0,47756.0,48883.0,49877.0,50973.0,52165.0,53289.0,54350.0,55563.0,56751.0,57823.0,58663.0,59630.0,60540.0
Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,33.0,33.0,36.0,41.0,47.0,49.0,49.0,52.0,55.0,60.0,85.0,85.0,95.0,110.0,195.0,195.0,195.0,210.0,214.0,214.0,228.0,256.0,278.0,285.0,305.0,334.0,377.0,392.0,419.0,458.0,466.0,476.0,499.0,515.0,567.0,569.0,643.0,672.0,688.0,700.0,756.0,811.0,823.0,887.0,925.0,1040.0,1136.0,1361.0,1528.0,1671.0,1700.0,1740.0,1773.0,1881.0,1907.0,1973.0,2027.0,2217.0,2518.0,2588.0,2647.0,2723.0,2811.0,2921.0,3040.0,3170.0,3284.0,3383.0,3533.0,3720.0,3934.0,4199.0,4444.0,4774.0,4941.0,5236.0,5531.0,5816.0,6198.0,6583.0,6747.0,6956.0,7184.0,7532.0,7888.0,8174.0,8414.0,8802.0,9138.0,9171.0,9366.0,9692.0,10052.0,10449.0,10793.0,11398.0,11871.0,12311.0,12815.0,13296.0,13835.0,14383.0,14763.0,15417.0,15731.0,16200.0,16667.0,17269.0,17713.0,18227.0,19013.0,19553.0,19961.0,20430.0,20916.0,21331.0,21764.0,22407.0,23062.0,23570.0,24081.0,24805.0,25267.0,25705.0,26239.0,26758.0,27414.0,27837.0,28410.0,28857.0,29367.0,29821.0,30321.0,30931.0,31528.0,32039.0,32470.0,32941.0,33476.0,34078.0,34560.0,35084.0,35473.0,36004.0,36422.0,36936.0,37316.0,37637.0,37996.0,38458.0,38747.0,39131.0,39482.0,39921.0,40311.0,40755.0,40982.0,41190.0,41536.0,41835.0,42132.0,42514.0,42889.0,43307.0,43629.0,44011.0,44397.0,44804.0,45264.0,45726.0,46052.0,46430.0,46835.0,47185.0,47581.0,47950.0,48303.0,48661.0,49038.0,49330.0,49719.0,50076.0,50393.0,50756.0,51113.0,51391.0,51574.0,51972.0,52440.0,52807.0,53433.0,54095.0,54771.0,55415.0,56076.0,56778.0,57450.0,58207.0,58839.0,59586.0,60307.0
Singapore,0.0,1.0,3.0,3.0,4.0,5.0,7.0,7.0,10.0,13.0,16.0,18.0,18.0,24.0,28.0,28.0,30.0,33.0,40.0,45.0,47.0,50.0,58.0,67.0,72.0,75.0,77.0,81.0,84.0,84.0,85.0,85.0,89.0,89.0,91.0,93.0,93.0,93.0,102.0,106.0,108.0,110.0,110.0,117.0,130.0,138.0,150.0,150.0,160.0,178.0,178.0,200.0,212.0,226.0,243.0,266.0,313.0,345.0,385.0,432.0,455.0,509.0,558.0,631.0,683.0,732.0,802.0,844.0,879.0,926.0,1000.0,1049.0,1114.0,1189.0,1309.0,1375.0,1481.0,1623.0,1910.0,2108.0,2299.0,2532.0,2918.0,3252.0,3699.0,4427.0,5050.0,5992.0,6588.0,8014.0,9125.0,10141.0,11178.0,12075.0,12693.0,13624.0,14423.0,14951.0,15641.0,16169.0,17101.0,17548.0,18205.0,18778.0,19410.0,20198.0,20939.0,21707.0,22460.0,23336.0,23822.0,24671.0,25346.0,26098.0,26891.0,27356.0,28038.0,28343.0,28794.0,29364.0,29812.0,30426.0,31068.0,31616.0,31960.0,32343.0,32876.0,33249.0,33860.0,34366.0,34884.0,35292.0,35836.0,36405.0,36922.0,37183.0,37527.0,37910.0,38296.0,38514.0,38965.0,39387.0,39850.0,40197.0,40604.0,40818.0,40969.0,41216.0,41473.0,41615.0,41833.0,42095.0,42313.0,42432.0,42623.0,42736.0,42955.0,43246.0,43459.0,43661.0,43907.0,44122.0,44310.0,44479.0,44664.0,44800.0,44983.0,45140.0,45298.0,45423.0,45614.0,45783.0,45961.0,46283.0,46630.0,46878.0,47126.0,47453.0,47655.0,47912.0,48035.0,48434.0,48744.0,49098.0,49375.0,49888.0,50369.0,50838.0,51197.0,51531.0,51809.0,52205.0,52512.0,52825.0,53051.0,53346.0,54254.0,54555.0,54797.0,54929.0,55104.0,55292.0,55353.0,55395.0,55497.0,55580.0,55661.0,55747.0,55838.0,55938.0,56031.0,56099.0,56216.0,56266.0,56353.0,56404.0,56435.0,56495.0,56572.0,56666.0,56717.0,56771.0,56812.0,56852.0,56860.0,56908.0,56948.0,56982.0,57022.0,57044.0,57091.0,57166.0,57229.0,57315.0,57357.0,57406.0
Nigeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,8.0,8.0,12.0,22.0,30.0,40.0,44.0,51.0,65.0,70.0,89.0,111.0,131.0,135.0,174.0,184.0,210.0,214.0,232.0,238.0,254.0,276.0,288.0,305.0,318.0,323.0,343.0,373.0,407.0,442.0,493.0,542.0,627.0,665.0,665.0,873.0,981.0,1095.0,1182.0,1273.0,1337.0,1532.0,1728.0,1932.0,2170.0,2388.0,2558.0,2802.0,2950.0,3145.0,3526.0,3912.0,4151.0,4399.0,4641.0,4787.0,4971.0,5162.0,5450.0,5621.0,5959.0,6175.0,6401.0,6677.0,7016.0,7261.0,7526.0,7839.0,8068.0,8344.0,8733.0,8915.0,9302.0,9855.0,10162.0,10578.0,10819.0,11166.0,11516.0,11844.0,12233.0,12486.0,12801.0,13464.0,13873.0,14554.0,15181.0,15682.0,16085.0,16658.0,17148.0,17735.0,18480.0,19147.0,19808.0,20244.0,20919.0,21371.0,22020.0,22614.0,23298.0,24077.0,24567.0,25133.0,25694.0,26484.0,27110.0,27564.0,28167.0,28711.0,29286.0,29789.0,30249.0,30748.0,31323.0,31987.0,32558.0,33153.0,33616.0,34259.0,34854.0,35454.0,36107.0,36663.0,37225.0,37801.0,38344.0,38948.0,39539.0,39977.0,40532.0,41180.0,41804.0,42208.0,42689.0,43151.0,43537.0,43841.0,44129.0,44433.0,44890.0,45244.0,45687.0,46140.0,46577.0,46867.0,47290.0,47743.0,48116.0,48445.0,48770.0,49068.0,49485.0,49895.0,50488.0,50964.0,51304.0,51905.0,52227.0,52548.0,52800.0,53021.0,53317.0,53477.0,53727.0,53865.0,54008.0,54247.0,54463.0,54588.0,54743.0,54905.0,55005.0,55160.0,55456.0,55632.0,55829.0,56017.0,56177.0,56256.0
