,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13
China,17.0,18.0,26.0,42.0,56.0,82.0,131.0,133.0,171.0,213.0,259.0,361.0,425.0,491.0,563.0,633.0,718.0,805.0,905.0,1012.0,1112.0,1117.0,1369.0,1521.0,1663.0,1766.0,1864.0,2003.0,2116.0,2238.0,2238.0,2443.0,2445.0,2595.0,2665.0,2717.0,2746.0,2790.0,2837.0,2872.0,2914.0,2947.0,2983.0,3015.0,3044.0,3072.0,3100.0,3123.0,3139.0,3161.0,3172.0,3180.0,3193.0,3203.0,3217.0,3230.0,3241.0,3249.0,3253.0,3259.0,3274.0,3274.0,3281.0,3285.0,3291.0,3296.0,3299.0,3304.0,3308.0,3309.0,3316.0,3322.0,3326.0,3330.0,3333.0,3335.0,3335.0,3337.0,3339.0,3340.0,3343.0,3343.0,3345.0,3345.0,3346.0,3346.0,4636.0,4636.0,4636.0,4636.0,4636.0,4636.0,4636.0,4636.0,4636.0,4637.0,4637.0,4637.0,4637.0,4637.0,4637.0,4637.0,4637.0,4637.0,4637.0,4637.0,4637.0,4637.0,4637.0,4637.0,4637.0,4637.0,4637.0,4637.0,4637.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4639.0,4639.0,4639.0,4640.0,4640.0,4641.0,4641.0,4641.0,4641.0,4641.0,4641.0,4641.0,4641.0,4641.0,4641.0,4641.0,4641.0,4641.0,4641.0,4641.0,4641.0,4641.0,4641.0,4641.0,4642.0,4644.0,4644.0,4645.0,4646.0,4646.0,4646.0,4648.0,4648.0,4649.0,4650.0,4652.0,4652.0,4656.0,4657.0,4658.0,4659.0,4661.0,4667.0,4669.0,4672.0,4676.0,4677.0,4680.0,4681.0,4681.0,4686.0,4689.0,4693.0,4697.0,4700.0,4701.0,4703.0,4703.0,4703.0,4705.0,4706.0,4709.0,4709.0,4711.0,4711.0,4711.0,4712.0,4713.0,4715.0,4718.0,4721.0,4722.0,4723.0,4724.0,4727.0,4728.0,4728.0,4728.0,4730.0,4732.0,4733.0,4733.0,4733.0,4733.0,4734.0,4734.0
Oman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,7.0,7.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,12.0,12.0,12.0,13.0,13.0,15.0,16.0,17.0,17.0,17.0,17.0,17.0,18.0,20.0,21.0,22.0,25.0,27.0,30.0,31.0,34.0,36.0,37.0,37.0,37.0,39.0,40.0,40.0,42.0,49.0,50.0,59.0,67.0,67.0,72.0,72.0,75.0,81.0,83.0,84.0,89.0,96.0,99.0,104.0,108.0,114.0,116.0,119.0,125.0,128.0,131.0,137.0,140.0,142.0,144.0,153.0,159.0,163.0,169.0,176.0,185.0,188.0,193.0,203.0,213.0,218.0,224.0,233.0,236.0,244.0,248.0,257.0,259.0,273.0,281.0,290.0,298.0,308.0,318.0,326.0,337.0,349.0,355.0,359.0,371.0,384.0,393.0,402.0,412.0,421.0,421.0,421.0,421.0,421.0,421.0,488.0,492.0,502.0,509.0,513.0,521.0,533.0,539.0,551.0,557.0,562.0,572.0,588.0,597.0,603.0,609.0,609.0,609.0,609.0,637.0,642.0,646.0,650.0,650.0,650.0,677.0,685.0,689.0,689.0,705.0,705.0,705.0,728.0,734.0,742.0,751.0,762.0,762.0,762.0,780.0
Morocco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,6.0,11.0,23.0,25.0,26.0,33.0,36.0,39.0,44.0,48.0,59.0,70.0,80.0,90.0,93.0,97.0,107.0,111.0,118.0,126.0,126.0,127.0,130.0,135.0,137.0,141.0,143.0,145.0,149.0,155.0,158.0,159.0,161.0,162.0,165.0,168.0,170.0,171.0,173.0,174.0,179.0,181.0,183.0,183.0,186.0,186.0,188.0,188.0,188.0,188.0,190.0,190.0,192.0,192.0,192.0,193.0,194.0,196.0,197.0,198.0,199.0,200.0,202.0,202.0,202.0,202.0,204.0,205.0,205.0,206.0,206.0,208.0,208.0,208.0,208.0,208.0,210.0,211.0,211.0,212.0,212.0,212.0,212.0,212.0,213.0,213.0,213.0,213.0,214.0,214.0,214.0,216.0,217.0,218.0,220.0,221.0,225.0,228.0,228.0,229.0,230.0,232.0,235.0,237.0,240.0,242.0,242.0,243.0,245.0,250.0,255.0,257.0,259.0,263.0,264.0,269.0,273.0,276.0,280.0,285.0,292.0,299.0,305.0,313.0,316.0,327.0,334.0,346.0,353.0,367.0,382.0,401.0,417.0,435.0,449.0,461.0,480.0,498.0,516.0,533.0,556.0,584.0,611.0,632.0,658.0,681.0,714.0,743.0,775.0,817.0,858.0,888.0,920.0,955.0,984.0,1011.0,1052.0,1078.0,1111.0,1141.0,1184.0,1216.0,1253.0,1292.0,1329.0,1361.0,1394.0,1427.0,1453.0,1491.0,1524.0,1553.0,1578.0
Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,5.0,7.0,8.0,14.0,21.0,30.0,38.0,49.0,60.0,81.0,103.0,134.0,166.0,201.0,239.0,284.0,332.0,385.0,455.0,535.0,605.0,690.0,780.0,864.0,979.0,1065.0,1155.0,1258.0,1355.0,1440.0,1531.0,1646.0,1757.0,1839.0,1925.0,2013.0,2097.0,2159.0,2236.0,2322.0,2411.0,2484.0,2559.0,2632.0,2714.0,2798.0,2876.0,2954.0,3027.0,3102.0,3186.0,3258.0,3331.0,3411.0,3471.0,3540.0,3614.0,3678.0,3739.0,3789.0,3835.0,3893.0,3942.0,3995.0,4056.0,4096.0,4150.0,4204.0,4260.0,4316.0,4360.0,4402.0,4430.0,4469.0,4509.0,4549.0,4588.0,4633.0,4673.0,4710.0,4736.0,4781.0,4819.0,4850.0,4883.0,4921.0,4954.0,4994.0,5030.0,5060.0,5093.0,5120.0,5151.0,5179.0,5212.0,5241.0,5270.0,5299.0,5320.0,5341.0,5366.0,5388.0,5412.0,5424.0,5438.0,5460.0,5478.0,5498.0,5515.0,5530.0,5538.0,5553.0,5562.0,5578.0,5590.0,5601.0,5616.0,5630.0,5641.0,5650.0,5664.0,5672.0,5678.0,5686.0,5694.0,5705.0,5715.0,5722.0,5729.0,5736.0,5742.0,5746.0,5747.0,5749.0,5755.0,5759.0,5760.0,5760.0,5763.0,5766.0,5767.0,5772.0,5774.0,5775.0,5780.0,5783.0,5785.0,5789.0,5791.0,5795.0,5798.0,5803.0,5803.0,5804.0,5804.0,5806.0,5812.0,5813.0,5814.0,5815.0,5816.0,5816.0,5816.0,5816.0,5816.0,5816.0,5820.0,5821.0,5821.0,5821.0,5808.0,5813.0,5820.0,5832.0,5835.0,5835.0,5835.0,5837.0,5838.0,5842.0,5843.0,5846.0,5846.0,5846.0
Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,4.0,5.0,5.0,10.0,12.0,20.0,24.0,43.0,58.0,77.0,107.0,137.0,180.0,214.0,277.0,357.0,435.0,547.0,640.0,772.0,865.0,1040.0,1175.0,1341.0,1490.0,1656.0,1771.0,1874.0,2108.0,2255.0,2403.0,2520.0,2653.0,2747.0,2833.0,2955.0,3145.0,3327.0,3471.0,3613.0,3697.0,3764.0,3929.0,4068.0,4192.0,4304.0,4424.0,4491.0,4534.0,4582.0,4727.0,4811.0,4909.0,5003.0,5072.0,5098.0,5185.0,5221.0,5306.0,5377.0,5441.0,5459.0,5475.0,5529.0,5581.0,5609.0,5662.0,5689.0,5699.0,5713.0,5734.0,5767.0,5794.0,5807.0,5830.0,5841.0,5849.0,5875.0,5890.0,5922.0,5950.0,5970.0,5975.0,5981.0,5986.0,5996.0,6009.0,6024.0,6030.0,6032.0,6035.0,6050.0,6061.0,6063.0,6072.0,6076.0,6078.0,6084.0,6089.0,6093.0,6097.0,6100.0,6108.0,6109.0,6109.0,6114.0,6116.0,6119.0,6122.0,6124.0,6124.0,6126.0,6132.0,6134.0,6137.0,6139.0,6145.0,6146.0,6147.0,6151.0,6154.0,6156.0,6155.0,6156.0,6156.0,6156.0,6154.0,6155.0,6156.0,6157.0,6155.0,6155.0,6155.0,6155.0,6158.0,6158.0,6158.0,6159.0,6178.0,6160.0,6164.0,6166.0,6166.0,6166.0,6167.0,6169.0,6169.0,6170.0,6173.0,6173.0,6174.0,6178.0,6178.0,6178.0,6162.0,6182.0,6187.0,6189.0,6191.0,6194.0,6194.0,6197.0,6204.0,6215.0,6219.0,6225.0,6225.0,6227.0,6233.0,6241.0,6244.0,6247.0,6252.0,6252.0,6252.0,6260.0,6267.0,6268.0,6270.0,6275.0,6277.0,6278.0,6279.0,6281.0,6285.0,6290.0,6291.0,6292.0
Guatemala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,8.0,11.0,11.0,13.0,15.0,15.0,15.0,16.0,16.0,16.0,17.0,17.0,19.0,19.0,21.0,23.0,24.0,24.0,26.0,26.0,27.0,29.0,29.0,30.0,33.0,33.0,35.0,43.0,45.0,48.0,51.0,55.0,58.0,59.0,63.0,68.0,80.0,90.0,102.0,108.0,116.0,123.0,143.0,158.0,216.0,230.0,252.0,267.0,289.0,316.0,334.0,351.0,367.0,384.0,399.0,418.0,432.0,449.0,483.0,514.0,531.0,547.0,582.0,601.0,623.0,672.0,706.0,727.0,746.0,773.0,817.0,843.0,880.0,920.0,947.0,981.0,1004.0,1053.0,1092.0,1139.0,1172.0,1219.0,1244.0,1302.0,1350.0,1404.0,1443.0,1449.0,1485.0,1502.0,1531.0,1573.0,1632.0,1669.0,1699.0,1734.0,1761.0,1782.0,1835.0,1867.0,1924.0,1959.0,1995.0,2013.0,2037.0,2072.0,2119.0,2168.0,2197.0,2211.0,2222.0,2233.0,2267.0,2296.0,2341.0,2355.0,2379.0,2389.0,2419.0,2467.0,2506.0,2532.0,2580.0,2594.0,2611.0,2630.0,2662.0,2685.0,2709.0,2728.0,2740.0,2760.0,2778.0,2790.0,2804.0,2825.0,2845.0,2852.0,2862.0,2890.0,2897.0,2918.0,2929.0,2949.0,2957.0
United Arab Emirates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,6.0,8.0,8.0,9.0,10.0,10.0,11.0,12.0,12.0,14.0,16.0,20.0,22.0,25.0,28.0,33.0,35.0,37.0,37.0,41.0,43.0,46.0,52.0,56.0,64.0,71.0,76.0,82.0,89.0,98.0,105.0,111.0,119.0,126.0,137.0,146.0,157.0,165.0,174.0,185.0,198.0,201.0,203.0,206.0,208.0,210.0,214.0,220.0,224.0,227.0,233.0,237.0,241.0,244.0,245.0,248.0,253.0,255.0,258.0,260.0,262.0,264.0,266.0,269.0,270.0,273.0,274.0,275.0,276.0,281.0,283.0,284.0,286.0,287.0,288.0,289.0,291.0,293.0,295.0,298.0,300.0,301.0,302.0,303.0,305.0,307.0,308.0,310.0,311.0,313.0,314.0,315.0,316.0,317.0,318.0,321.0,323.0,324.0,326.0,327.0,328.0,330.0,331.0,333.0,334.0,335.0,335.0,335.0,337.0,338.0,339.0,340.0,341.0,342.0,342.0,343.0,343.0,344.0,345.0,347.0,347.0,349.0,351.0,351.0,351.0,351.0,351.0,353.0,354.0,356.0,356.0,357.0,357.0,358.0,358.0,358.0,359.0,361.0,364.0,364.0,366.0,367.0,369.0,370.0,372.0,375.0,376.0,377.0,378.0,378.0,379.0,379.0,382.0,384.0,384.0,387.0,387.0,387.0,388.0,388.0,390.0,391.0,393.0,398.0,398.0,399.0,399.0
Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,10.0,13.0,15.0,19.0,21.0,22.0,24.0,30.0,30.0,32.0,33.0,34.0,36.0,40.0,41.0,42.0,45.0,47.0,53.0,56.0,63.0,65.0,67.0,72.0,75.0,81.0,87.0,93.0,96.0,98.0,105.0,113.0,125.0,138.0,147.0,156.0,170.0,186.0,204.0,217.0,236.0,255.0,275.0,303.0,323.0,351.0,360.0,379.0,395.0,417.0,436.0,454.0,481.0,510.0,536.0,560.0,582.0,593.0,605.0,617.0,634.0,654.0,666.0,685.0,707.0,726.0,742.0,760.0,778.0,787.0,796.0,805.0,818.0,826.0,836.0,845.0,852.0,857.0,863.0,870.0,881.0,887.0,894.0,898.0,899.0,902.0,905.0,911.0,916.0,915.0,917.0,920.0,920.0,922.0,922.0,924.0,927.0,927.0,929.0,934.0,935.0,935.0,951.0,955.0,955.0,955.0,965.0,967.0,971.0,971.0,971.0,972.0,972.0,972.0,976.0,977.0,977.0,977.0,977.0,978.0,981.0,982.0,982.0,982.0,982.0,983.0,984.0,984.0,984.0,985.0,985.0,986.0,986.0,988.0,988.0,990.0,992.0,994.0,996.0,998.0,998.0,1001.0,1001.0,1007.0,1008.0,1012.0,1013.0,1018.0,1023.0,1028.0,1034.0,1042.0,1042.0,1047.0,1052.0,1058.0,1066.0,1073.0,1080.0,1093.0,1103.0,1112.0,1135.0,1148.0,1157.0,1175.0,1179.0,1188.0,1201.0,1219.0,1230.0,1241.0,1251.0,1271.0,1285.0,1298.0,1313.0,1327.0,1334.0,1352.0,1361.0,1366.0,1377.0,1398.0,1412.0,1416.0,1428.0,1441.0,1448.0
Belarus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,5.0,8.0,13.0,13.0,13.0,16.0,19.0,23.0,26.0,29.0,33.0,36.0,40.0,42.0,45.0,47.0,51.0,55.0,58.0,60.0,63.0,67.0,72.0,75.0,79.0,84.0,89.0,93.0,97.0,99.0,103.0,107.0,112.0,116.0,121.0,126.0,131.0,135.0,142.0,146.0,151.0,156.0,160.0,165.0,171.0,175.0,179.0,185.0,190.0,194.0,199.0,204.0,208.0,214.0,219.0,224.0,229.0,235.0,240.0,243.0,248.0,253.0,259.0,263.0,269.0,276.0,282.0,288.0,293.0,298.0,303.0,308.0,312.0,318.0,324.0,331.0,337.0,343.0,346.0,351.0,357.0,362.0,367.0,373.0,377.0,383.0,387.0,392.0,398.0,405.0,412.0,418.0,423.0,429.0,436.0,443.0,449.0,454.0,459.0,464.0,468.0,474.0,480.0,485.0,491.0,495.0,499.0,503.0,507.0,513.0,519.0,524.0,530.0,534.0,538.0,543.0,548.0,553.0,559.0,563.0,567.0,571.0,574.0,577.0,580.0,583.0,585.0,587.0,589.0,592.0,595.0,599.0,603.0,603.0,610.0,613.0,617.0,622.0,627.0,632.0,637.0,642.0,646.0,652.0,657.0,662.0,667.0,671.0,676.0,681.0,686.0,691.0,696.0,701.0,705.0,711.0,716.0,721.0,726.0,732.0,738.0,744.0,750.0
Poland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,7.0,8.0,10.0,14.0,16.0,16.0,18.0,22.0,31.0,33.0,43.0,57.0,71.0,79.0,94.0,107.0,129.0,159.0,174.0,181.0,208.0,232.0,245.0,263.0,286.0,314.0,332.0,347.0,360.0,380.0,401.0,426.0,454.0,494.0,524.0,535.0,562.0,596.0,624.0,644.0,651.0,664.0,678.0,698.0,716.0,733.0,755.0,776.0,785.0,800.0,811.0,839.0,861.0,883.0,907.0,915.0,925.0,936.0,948.0,962.0,972.0,982.0,993.0,996.0,1007.0,1024.0,1028.0,1038.0,1051.0,1061.0,1064.0,1074.0,1092.0,1115.0,1117.0,1137.0,1153.0,1157.0,1166.0,1183.0,1206.0,1215.0,1222.0,1237.0,1247.0,1256.0,1272.0,1286.0,1316.0,1334.0,1346.0,1356.0,1359.0,1375.0,1396.0,1412.0,1429.0,1435.0,1438.0,1444.0,1463.0,1477.0,1492.0,1507.0,1512.0,1517.0,1521.0,1528.0,1542.0,1551.0,1562.0,1568.0,1571.0,1576.0,1588.0,1594.0,1605.0,1612.0,1618.0,1624.0,1627.0,1636.0,1642.0,1651.0,1655.0,1664.0,1671.0,1676.0,1682.0,1694.0,1709.0,1716.0,1721.0,1731.0,1732.0,1738.0,1756.0,1774.0,1787.0,1800.0,1807.0,1809.0,1821.0,1830.0,1844.0,1858.0,1869.0,1877.0,1885.0,1896.0,1913.0,1925.0,1938.0,1951.0,1955.0,1960.0,1977.0,1994.0,2010.0,2018.0,2032.0,2033.0,2039.0,2058.0,2078.0,2092.0,2100.0,2113.0,2120.0,2124.0,2136.0,2147.0,2159.0,2169.0,2182.0,2188.0
Honduras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,7.0,7.0,10.0,14.0,15.0,15.0,22.0,22.0,22.0,22.0,23.0,23.0,24.0,25.0,25.0,26.0,31.0,35.0,41.0,46.0,46.0,46.0,46.0,46.0,47.0,55.0,59.0,59.0,61.0,64.0,66.0,71.0,75.0,76.0,82.0,83.0,93.0,99.0,105.0,107.0,108.0,108.0,116.0,121.0,123.0,133.0,134.0,138.0,142.0,146.0,147.0,147.0,156.0,167.0,167.0,180.0,182.0,188.0,194.0,196.0,196.0,201.0,212.0,217.0,225.0,234.0,243.0,248.0,250.0,258.0,262.0,271.0,290.0,294.0,306.0,310.0,312.0,322.0,330.0,336.0,343.0,349.0,358.0,363.0,395.0,405.0,417.0,426.0,471.0,479.0,479.0,485.0,497.0,542.0,591.0,605.0,629.0,639.0,656.0,677.0,694.0,704.0,750.0,771.0,774.0,789.0,807.0,825.0,835.0,857.0,891.0,900.0,935.0,988.0,1006.0,1011.0,1061.0,1098.0,1116.0,1166.0,1214.0,1259.0,1312.0,1337.0,1368.0,1377.0,1384.0,1400.0,1423.0,1446.0,1465.0,1476.0,1495.0,1506.0,1515.0,1533.0,1542.0,1548.0,1567.0,1575.0,1583.0,1593.0,1608.0,1619.0,1632.0,1643.0,1654.0,1683.0,1703.0,1747.0,1803.0,1827.0,1842.0,1858.0,1873.0,1888.0,1924.0,1954.0,1984.0,2006.0,2007.0,2023.0,2034.0,2044.0,2049.0,2058.0,2065.0,2079.0
Ethiopia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,8.0,8.0,11.0,12.0,14.0,17.0,18.0,19.0,20.0,27.0,27.0,32.0,35.0,40.0,47.0,55.0,57.0,60.0,61.0,63.0,65.0,72.0,72.0,74.0,75.0,75.0,78.0,81.0,89.0,94.0,98.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,120.0,120.0,124.0,124.0,127.0,128.0,139.0,146.0,148.0,150.0,163.0,167.0,170.0,180.0,188.0,197.0,200.0,209.0,223.0,228.0,239.0,253.0,263.0,274.0,284.0,310.0,336.0,343.0,356.0,365.0,380.0,390.0,407.0,420.0,440.0,463.0,479.0,492.0,509.0,528.0,544.0,572.0,600.0,620.0,637.0,662.0,678.0,692.0,709.0,725.0,745.0,758.0,770.0,793.0,809.0,828.0,846.0,856.0,880.0,897.0,918.0,933.0,949.0,966.0,974.0,986.0,996.0,1013.0
